text,label,pre_text
[c]他和他爸爸一样，[c]不轻易动感情，[c]一旦喜欢了就会放不下。,"[13, 13, 14]",他和他爸爸一样，不轻易动感情，一旦喜欢了就会放不下。
[c]我就问你一句话，[c]你对他真的没有半点感情了吗？,"[0, 4]",我就问你一句话，你对他真的没有半点感情了吗？
[c]我想去一下洗手间。,[9],我想去一下洗手间。
[c]最开始，[c][ch-0]只派了一百多名工程师来，[c]圣光也只有五六百人参与厂房建设。,"[0, 0, 0]",最开始，ch-0只派了一百多名工程师来，圣光也只有五六百人参与厂房建设。
[c]但中方突然决定搞什么会战，[c]从全国抽调技术骨干，[c]工程人员暴增到近五千。,"[15, 0, 0]",但中方突然决定搞什么会战，从全国抽调技术骨干，工程人员暴增到近五千。
[c][ch-0]，[c]你进攻的时候在罚球线持球，[c]把那个[ch-1]拉出来，[c]其他人在两侧打无球挡拆和空切，[c]这支开拓者队进攻很强，[c]但防守一般。,"[1, 0, 0, 0, 0, 15]",ch-0，你进攻的时候在罚球线持球，把那个ch-1拉出来，其他人在两侧打无球挡拆和空切，这支开拓者队进攻很强，但防守一般。
[c]我要去学校了，[c]告诉我地址，[c]我自己过去。,"[9, 7, 9]",我要去学校了，告诉我地址，我自己过去。
[c][ch-0]，[c]我们赶紧走吧。,"[1, 9]",ch-0，我们赶紧走吧。
[c]喂？,[3],喂？
[c]是的，[c]您自打得知[ch-3]太子还活着的消息后，[c]不就一直想着要让京城各族知道，[c][ch-0]家有后吗？,"[11, 14, 4, 3]",是的，您自打得知ch-3太子还活着的消息后，不就一直想着要让京城各族知道，ch-0家有后吗？
[c]是不是要晒？,[3],是不是要晒？
[c]喂？,[3],喂？
[c][ch-0]总监啊？,[3],ch-0总监啊？
[c]姐姐是说，[c]那位[ch-1]姑娘的主子？,"[0, 3]",姐姐是说，那位ch-1姑娘的主子？
[c]或许希望你去求她？,[10],或许希望你去求她？
[c]这里乱，[c]你先回去，[c]听话。,"[0, 7, 7]",这里乱，你先回去，听话。
[c][ch-1]的爸爸。,[1],ch-1的爸爸。
[c]朝廷？,[3],朝廷？
[c]王爷，[c]战争仍没有结束，[c]但离结束已经不远。,"[1, 13, 15]",王爷，战争仍没有结束，但离结束已经不远。
[c]葡萄牙与西班牙交界，[c]荷兰亦是海上强国，[c]这两国不可能不与西班牙签约以讨要好处。,"[0, 0, 13]",葡萄牙与西班牙交界，荷兰亦是海上强国，这两国不可能不与西班牙签约以讨要好处。
[c]今天要上班吗？,[3],今天要上班吗？
[c]诺！,[11],诺！
[c]能听到。,[0],能听到。
[c]嗯？,[3],嗯？
[c]欲加之罪何患无辞，[c]我在生活作风方面一向是严谨的。,"[4, 0]",欲加之罪何患无辞，我在生活作风方面一向是严谨的。
[c]我明白了。,[11],我明白了。
[c]那还用问，[c]马上全力推演。,"[13, 7]",那还用问，马上全力推演。
[c]医生！,[1],医生！
[c]是男孩女孩？,[3],是男孩女孩？
[c]拍吧。,[5],拍吧。
[c]这样，[c]我们赌一次扣篮怎么样？,"[0, 3]",这样，我们赌一次扣篮怎么样？
[c]军事算什么东西？,[3],军事算什么东西？
[c]读几本兵书，[c]耍些花枪，[c]都不如战场上、军营中熬几个月俺问你，[c]你现在四下看看，[c]能一眼分辨出俺们金国跟宋国的旗帜号令吗？,"[0, 0, 13, 0, 3]",读几本兵书，耍些花枪，都不如战场上、军营中熬几个月俺问你，你现在四下看看，能一眼分辨出俺们金国跟宋国的旗帜号令吗？
[c]能心里估算出个兵力吗？,[3],能心里估算出个兵力吗？
[c]知道哪里该上弓矢，,[3],知道哪里该上弓矢，
[c]哦了！,[2],哦了！
[c]我身体不舒服，[c]先回房间了。,"[13, 7]",我身体不舒服，先回房间了。
[c]阁下是？,[3],阁下是？
[c]也不是什么急事儿，[c]回头打电话说吧，[c]我还有事，[c]先走了。,"[13, 7, 0, 9]",也不是什么急事儿，回头打电话说吧，我还有事，先走了。
[c]即便是举世闻名的[ch-0]神医，[c]也做不到四天就医好。,"[14, 13]",即便是举世闻名的ch-0神医，也做不到四天就医好。
[c]今天你不用整理家务，[c]这些就让保姆管家去做，[c]你换一套西装，[c]跟我去参加集团的家族会议。,"[13, 0, 7, 7]",今天你不用整理家务，这些就让保姆管家去做，你换一套西装，跟我去参加集团的家族会议。
[c]没用的，[c]我们江城第一医院就算和国外的医院比，[c]也属于顶尖的层次，[c]换做任何[ch-0]来，[c]都只能摇摇头了！,"[13, 14, 15, 14, 15]",没用的，我们江城第一医院就算和国外的医院比，也属于顶尖的层次，换做任何ch-0来，都只能摇摇头了！
[c]现在怎么办？,[3],现在怎么办？
[c]我去几天就回来，[c]会很快。,"[8, 8]",我去几天就回来，会很快。
[c][ch-1]你跟谁学的这些御权之术。,[3],ch-1你跟谁学的这些御权之术。
[c]这世上还有我不明白的事情？,[4],这世上还有我不明白的事情？
[c]我们两家要是成了亲家，[c]你还能顺道看看你妹妹过得咋样。,"[14, 15]",我们两家要是成了亲家，你还能顺道看看你妹妹过得咋样。
[c]等她气消了，[c]请大伙吃喜糖,"[0, 8]",等她气消了，请大伙吃喜糖
[c]看起来你对韧性天赋独此一例感到很欣喜，[c]难道[ch-0]你以为这是好事？,"[0, 4]",看起来你对韧性天赋独此一例感到很欣喜，难道ch-0你以为这是好事？
[c]这个我也不好说，[c]不过，[c][ch-0]对[ch-1]的态度倒是确实和对其他人不同,"[13, 14, 10]",这个我也不好说，不过，ch-0对ch-1的态度倒是确实和对其他人不同
[c]不要，[c]我觉得挺好玩的，[c]要多进几个挫挫东王爷的锐气，[c]看他还敢不敢在皇上你面前嚣张。,"[13, 0, 5, 15]",不要，我觉得挺好玩的，要多进几个挫挫东王爷的锐气，看他还敢不敢在皇上你面前嚣张。
[c][ch-0]将军，[c]下官任职大理寺，[c]习惯推理案件。,"[1, 0, 0]",ch-0将军，下官任职大理寺，习惯推理案件。
[c]以当时的情形，[c]很难相信，[c][ch-0]公子不是故意的。,"[0, 13, 13]",以当时的情形，很难相信，ch-0公子不是故意的。
[c][ch-0]来了！,[2],ch-0来了！
[c]倘若我一开始就宣布了他的身份，[c]别人会怎么看待他呀？,"[14, 3]",倘若我一开始就宣布了他的身份，别人会怎么看待他呀？
[c]我也是！,[0],我也是！
[c]全都喝完了你也该死了，[c]放心吧！,"[0, 8]",全都喝完了你也该死了，放心吧！
[c][ch-0]。,[1],ch-0。
[c]啊，[c]这是个意外，[c]出院的时候不小心出了一场车祸，[c]还好，[c]没有伤及内脏。,"[2, 0, 0, 0, 13]",啊，这是个意外，出院的时候不小心出了一场车祸，还好，没有伤及内脏。
[c]是[ch-1]让我来的，[c]这是最新的指示，[c]您看一下，[c]如果没有什么问题的话，[c]就按照指示行事吧。,"[0, 0, 5, 14, 9]",是ch-1让我来的，这是最新的指示，您看一下，如果没有什么问题的话，就按照指示行事吧。
[c]村里几乎都是[ch-0]姓，[c]就算不是一个祖宗出来的，[c]也都沾亲带故，[c]而且村里所有人都受过[ch-0]银的恩惠，[c]而这些官差都还不是罗江县本地的官差，[c]要瞒过他们很容易。,"[0, 14, 15, 14, 14, 14]",村里几乎都是ch-0姓，就算不是一个祖宗出来的，也都沾亲带故，而且村里所有人都受过ch-0银的恩惠，而这些官差都还不是罗江县本地的官差，要瞒过他们很容易。
[c]让你上次追我，[c]我的屁股好吃吗？,"[2, 3]",让你上次追我，我的屁股好吃吗？
[c]嗯？,[3],嗯？
[c]哎，[c]调查到了，[c]那一批人是江城市当地的小混混，[c]命令他们的是个富二代，[c][ch-0]家的大少爷，[c]来头不小，[c]冲着一个叫[ch-1]的人去的。,"[1, 0, 0, 0, 0, 0, 0]",哎，调查到了，那一批人是江城市当地的小混混，命令他们的是个富二代，ch-0家的大少爷，来头不小，冲着一个叫ch-1的人去的。
[c]我是[ch-0]的亲生女儿。,[0],我是ch-0的亲生女儿。
[c]嗯，[c]我没说，[c]不然宣扬出去，[c]估计会被别人当妖怪抓起来。,"[12, 13, 14, 10]",嗯，我没说，不然宣扬出去，估计会被别人当妖怪抓起来。
[c]不过，[c]我编造了另一个身份。,"[14, 0]",不过，我编造了另一个身份。
[c]这是我私人电梯，[c]只能到顶楼。,"[0, 15]",这是我私人电梯，只能到顶楼。
[c]没问题，[c]额，[c]我这就去叫[ch-1]去！,"[13, 1, 9]",没问题，额，我这就去叫ch-1去！
[c]你的意思是说，[c][ch-1]殿下急着逼宫，[c]陛下却留恋王权，[c]无意退位。,"[0, 0, 0, 13]",你的意思是说，ch-1殿下急着逼宫，陛下却留恋王权，无意退位。
[c]所以为了抑制[ch-1]殿下，[c]所以把你推了上来，[c]让[ch-1]殿下忙着对付你，[c]而无暇分身窥视王位？,"[14, 15, 0, 4]",所以为了抑制ch-1殿下，所以把你推了上来，让ch-1殿下忙着对付你，而无暇分身窥视王位？
[c]这林子里布了阵！,[0],这林子里布了阵！
[c]都跟紧本王了，[c]别走神！,"[7, 7]",都跟紧本王了，别走神！
[c]刚才最后那个人明显就是因为回头看了一眼迷路了。,[0],刚才最后那个人明显就是因为回头看了一眼迷路了。
[c]原因？,[3],原因？
[c]老师，[c]你还真敢想。,"[1, 2]",老师，你还真敢想。
[c]你们姑娘可跟你说了她为什么这么做吗？,[3],你们姑娘可跟你说了她为什么这么做吗？
[c]一代拳王，[c]毫无还手之力。,"[0, 13]",一代拳王，毫无还手之力。
[c]不是不行，[c]只是效果会差很多。,"[13, 15]",不是不行，只是效果会差很多。
[c]哎，[c]神使别走啊！,"[2, 5]",哎，神使别走啊！
[c]谢谢。,[0],谢谢。
[c]我没有什么经济压力，[c][ch-0]这个名字，[c]我希望能够传奇一些。,"[13, 0, 15]",我没有什么经济压力，ch-0这个名字，我希望能够传奇一些。
[c]不对不对，[c][ch-1]，[c]数量不对。,"[13, 1, 13]",不对不对，ch-1，数量不对。
[c]我.,[0],我.
[c]我没有,[13],我没有
[c]明白了，[c]那就按照这样的计划行动吧。,"[11, 9]",明白了，那就按照这样的计划行动吧。
[c]把头发剪短，[c]他可能更喜欢些。,"[0, 10]",把头发剪短，他可能更喜欢些。
[c]看，[c]他们的车是京城牌照，[c]该不会是京城的大人物吧！,"[7, 0, 10]",看，他们的车是京城牌照，该不会是京城的大人物吧！
[c]有意见都出去吧！,[7],有意见都出去吧！
[c]那要不要把这根骨头还给他？,[3],那要不要把这根骨头还给他？
[c]谢谢您,[0],谢谢您
[c]帮我？,[3],帮我？
[c]这是堂主赚的，[c]要给也是给她。,"[0, 0]",这是堂主赚的，要给也是给她。
[c]都快跨省了。,[0],都快跨省了。
[c]那你们准备好，[c]毕业之后去哪工作了吗？,"[3, 3]",那你们准备好，毕业之后去哪工作了吗？
[c][ch-1]出了一首单曲，[c]壹华传媒给她出的。,"[0, 0]",ch-1出了一首单曲，壹华传媒给她出的。
[c]呵，[c]那行！,"[1, 12]",呵，那行！
[c]你以为我是特地过来接你啊？,[4],你以为我是特地过来接你啊？
[c]还不是首长让我等在这儿，[c]说你回来的第一时间，[c]就准时带过去见他。,"[13, 0, 15]",还不是首长让我等在这儿，说你回来的第一时间，就准时带过去见他。
[c]现在才是真正考验中国队的时候。,[0],现在才是真正考验中国队的时候。
[c]我已经掌握了一些证据，[c]不过还需要你们的配合，[c]这里地形十分复杂，[c]如果不熟悉的话寸步难行，[c]迷了路没人救得了你们。,"[0, 14, 0, 14, 13]",我已经掌握了一些证据，不过还需要你们的配合，这里地形十分复杂，如果不熟悉的话寸步难行，迷了路没人救得了你们。
[c]听起来很是复杂离奇的一个故事，[c]却直接改变了一个女人一生的命运。,"[0, 0]",听起来很是复杂离奇的一个故事，却直接改变了一个女人一生的命运。
[c]诶，[c]是[ch-0]大少，[c][ch-1]，[c]他给了我几百万，[c]托人让我从国外帮他找这株植物，[c]说说是用来玩，[c]我以为是。,"[2, 2, 1, 0, 0, 0, 0]",诶，是ch-0大少，ch-1，他给了我几百万，托人让我从国外帮他找这株植物，说说是用来玩，我以为是。
[c]六爷，[c]求您了！,"[1, 6]",六爷，求您了！
[c]四公主已经恨毒了奴才，[c]奴才若是继续留在她身边，[c]只怕是没有活路了！,"[0, 14, 10]",四公主已经恨毒了奴才，奴才若是继续留在她身边，只怕是没有活路了！
[c]您就只当可怜可怜奴才，[c]就收了奴才在身边做个婢女吧。,"[14, 9]",您就只当可怜可怜奴才，就收了奴才在身边做个婢女吧。
[c]走？,[3],走？
[c]当然，[c]最重要的是情绪和语言，[c]我知道自己有些笨，[c]所以练习了很多遍，[c]那种不甘、绝望、愤怒，[c]真的是演的太像了，[c]绝对是闻者落泪的水平，[c]你也就是当时不在场，[c]不然肯定会哭出来，[c]尤其是最后被打断经脉，[c]逐出山门时质,"[14, 15, 14, 15, 0, 0, 15, 14, 15, 14, 0]",当然，最重要的是情绪和语言，我知道自己有些笨，所以练习了很多遍，那种不甘、绝望、愤怒，真的是演的太像了，绝对是闻者落泪的水平，你也就是当时不在场，不然肯定会哭出来，尤其是最后被打断经脉，逐出山门时质
[c]赔偿的事，[c]你说个靠谱的数字。,"[0, 7]",赔偿的事，你说个靠谱的数字。
[c]师祖是[ch-0]掌门，[c]怎么还能来做果成寺的住持？,"[0, 4]",师祖是ch-0掌门，怎么还能来做果成寺的住持？
[c]好。,[12],好。
[c]ok！,[12],ok！
[c]早。,[12],早。
[c]你更需要。,[0],你更需要。
[c]好的先生。,[1],好的先生。
[c][ch-0]老师那对方家长呢。,[0],ch-0老师那对方家长呢。
[c]你······呵，[c]爸，[c]额，[c]这小子我没教育好，[c]让您看笑话了。,"[0, 1, 0, 13, 2]",你······呵，爸，额，这小子我没教育好，让您看笑话了。
[c]谢了，[c]兄弟。,"[0, 1]",谢了，兄弟。
[c]现在我分配任务，[c]我这边由三个人发起邮件炸弹以及ddos攻击等暴力攻击方式，[c]降低对方服务器响应以及运算速度，[c]你们趁机攻击敌人多个角度的漏洞。,"[0, 0, 0, 7]",现在我分配任务，我这边由三个人发起邮件炸弹以及ddos攻击等暴力攻击方式，降低对方服务器响应以及运算速度，你们趁机攻击敌人多个角度的漏洞。
[c][ch-0]家前任园林[ch-1]，[c]拜见[ch-2]太子！,"[0, 1]",ch-0家前任园林ch-1，拜见ch-2太子！
[c]给他喝下。,[7],给他喝下。
[c]不要一错再错，[c]回头还有路能走，[c]生活可以重新再来，[c]不是吗？,"[13, 0, 0, 4]",不要一错再错，回头还有路能走，生活可以重新再来，不是吗？
[c]好啊，[c]三分钟，[c]给你消息，[c]哎[ch-0]，[c]能告诉我到底发生了什么事情了吗？,"[12, 0, 8, 2, 3]",好啊，三分钟，给你消息，哎ch-0，能告诉我到底发生了什么事情了吗？
